id,reference,Whisper_wer,Whisper_perfect,PhoWhisper_wer,PhoWhisper_perfect,Qwen3_wer,Qwen3_perfect,Final_wer,Final_perfect,num_perfect_models,perfect_models,all_correct,all_wrong
128,là rất đúng rồi á,0.0,True,0.0,True,0.0,True,0.0,True,4,"Whisper, PhoWhisper, Qwen3, Final",True,False
129,thì đó là cái lúc anh sẽ suy nghĩ lại,0.0,True,0.0,True,1.0,False,0.2,False,2,"Whisper, PhoWhisper",False,False
130,tại vì anh tin là,0.2,False,0.0,True,0.0,True,0.0,True,3,"PhoWhisper, Qwen3, Final",False,False
131,không có cái gì là một trăm phần trăm đúng và một cái gì một trăm phân trăm đúng của hôm nay chưa chắc qua ngày mai áp dụng lại nó đã được,0.2727272727272727,False,0.12121212121212122,False,0.0,True,0.0,True,2,"Qwen3, Final",False,False
132,cho nên là mình vừa,0.0,True,0.0,True,0.0,True,0.0,True,4,"Whisper, PhoWhisper, Qwen3, Final",True,False
133,xây dựng lên nó nhưng mình vừa phải đập đổ đó đi,0.08333333333333333,False,0.0,True,0.0,True,0.0,True,3,"PhoWhisper, Qwen3, Final",False,False
134,thì mình mới có thể tiến lên được,0.5,False,0.0,True,0.0,True,0.0,True,3,"PhoWhisper, Qwen3, Final",False,False
135,quá trình mà tạo nên fix mindset em nghĩ nó gọi là quá trình learning,0.06666666666666667,False,0.4,False,0.13333333333333333,False,0.13333333333333333,False,0,,False,True
136,và tất cả mọi thứ mà mình đang như anh nói là mình nghĩ trong đầu rằng nó đúng như vậy,0.0,True,0.0,True,0.0,True,0.0,True,4,"Whisper, PhoWhisper, Qwen3, Final",True,False
137,ừ,0.0,True,1.0,False,1.0,False,0.0,True,2,"Whisper, Final",False,False
138,quá trình mình xây dựng lên như thế nó là tập hợp từ kinh nghiệm của bản thân,0.0,True,0.0,True,0.0,True,0.0,True,4,"Whisper, PhoWhisper, Qwen3, Final",True,False
139,cách cái quá trình của bản thân thậm chí là thu nhặt kiến thức từ người khác nữa thì trong cái hành trình anh làm việc từ khi đi học đại học ngoại thương đến khi mình ra ngoài làm việc bằng đó năm cho đến khi lên ceo,0.061224489795918366,False,0.16326530612244897,False,0.12244897959183673,False,0.02040816326530612,False,0,,False,True
140,thì đã bao giờ anh cảm thấy rằng là cái fix mindset của mình cái gọi là cái suy nghĩ cố định cái cái gọi là mặc định trong đầu á,0.0967741935483871,False,0.16129032258064516,False,0.0967741935483871,False,0.0967741935483871,False,0,,False,True
141,nó có vấn đề chưa,0.2,False,0.0,True,0.0,True,0.0,True,3,"PhoWhisper, Qwen3, Final",False,False
142,anh thấy cái đẹp như này tức là,0.125,False,0.25,False,0.125,False,0.0,True,1,Final,False,False
143,mình ít khi nào nhận ra tức là giống như em nói nó không phải là khi mình fix cái mindset của mình á,0.0,True,0.20833333333333334,False,0.041666666666666664,False,0.041666666666666664,False,1,Whisper,False,False
144,không phải là cái thời điểm này mình ngồi cái mình nhìn ra là mindset mình đang fixed đâu,0.10526315789473684,False,0.2631578947368421,False,0.21052631578947367,False,0.21052631578947367,False,0,,False,True
145,ừ,1.0,False,1.0,False,1.0,False,1.0,False,0,,False,True
146,cái khó là tới lúc có nhiều khi mình phải ngã xong rồi mình mới nhận ra là cái cú ngã đó của mình lại cho thời điểm mình đã không mở,0.125,False,0.0625,False,0.0625,False,0.03125,False,0,,False,True
147,là do thời điểm không mở mà mình không mở là bởi vì mình tin là mình đúng,0.05555555555555555,False,0.05555555555555555,False,0.0,True,0.0,True,2,"Qwen3, Final",False,False
148,và bởi vì mình tin mình đúng belief của mình cái niềm tin của mình nó tạo nên từ mindset của mình mà,0.08695652173913043,False,0.2608695652173913,False,0.08695652173913043,False,0.17391304347826086,False,0,,False,True
149,thì đó là do mình fix mindset của mình nó không tạo cho mình một cái belief mới không tạo một cái niềm tin mới,0.08,False,0.36,False,0.0,True,0.0,True,2,"Qwen3, Final",False,False
150,và do đó là mình không mở bên ra để đón nhận một cái giải pháp mới một cái cách làm mới thì mình fail,0.04,False,0.04,False,0.04,False,0.04,False,0,,False,True
151,và cái fail đó cho mình một bài học để mình mở,0.16666666666666666,False,0.16666666666666666,False,0.08333333333333333,False,0.08333333333333333,False,0,,False,True
152,nó là một cái vòng,0.2,False,0.2,False,0.0,True,0.0,True,2,"Qwen3, Final",False,False
153,thế thì,0.0,True,0.0,True,0.0,True,0.0,True,4,"Whisper, PhoWhisper, Qwen3, Final",True,False
154,ờm trong cái quá trình anh đi làm cho tới thời điểm này chắc chắn anh đã học được nhiều bài học tương tự ví dụ như anh nhớ có một cái thời điểm mà anh mới ra trường cái công việc đầu tiên của anh là anh làm bia làm,0.058823529411764705,False,0.09803921568627451,False,0.0196078431372549,False,0.0196078431372549,False,0,,False,True
155,làm với báo chí anh nghĩ đó là cái công việc đầu tiên mà anh em mình tiếp xúc với nhau quá,0.045454545454545456,False,0.045454545454545456,False,0.0,True,0.0,True,2,"Qwen3, Final",False,False
156,thì ở cái thời điểm đó đối với làm truyền thông đặc biệt là,0.0,True,0.0,True,0.0,True,0.0,True,4,"Whisper, PhoWhisper, Qwen3, Final",True,False
157,những cái chương trình giải trí,0.16666666666666666,False,0.0,True,0.16666666666666666,False,0.16666666666666666,False,1,PhoWhisper,False,False
158,thì pr có nghĩa là em làm việc với báo chí và báo chí ở đó thì thời điểm đó báo mạng đã là cái platform số 1 đi,0.06896551724137931,False,0.3448275862068966,False,0.20689655172413793,False,0.034482758620689655,False,0,,False,True
159,và họ chưa có những công cụ social media content nhiều như bây giờ thế mà mình chưa có cái,0.1,False,0.4,False,0.3,False,0.15,False,0,,False,True
160,nền tảng quá mạnh kiểu facebook để,0.0,True,0.2857142857142857,False,0.0,True,0.0,True,3,"Whisper, Qwen3, Final",False,False
161,chia sẻ video hoặc là tiktok để chia sẻ video như bây giờ,0.0,True,0.07692307692307693,False,0.0,True,0.0,True,3,"Whisper, Qwen3, Final",False,False
162,ờ thì ngày xưa mình làm việc pr có nghĩa là làm với báo,0.07142857142857142,False,0.21428571428571427,False,0.2857142857142857,False,0.07142857142857142,False,0,,False,True
163,nhưng tới một cái thời điểm,0.0,True,0.0,True,1.0,False,0.0,True,3,"Whisper, PhoWhisper, Final",False,False
164,mà bản thân cái cuộc vận động,0.0,True,0.0,True,0.0,True,0.0,True,4,"Whisper, PhoWhisper, Qwen3, Final",True,False
165,của truyền thông của mạng xã hội nó thay đổi và buộc lòng những người làm truyền thông họ cũng phải thay đổi cái mindset đó,0.11538461538461539,False,0.4230769230769231,False,0.07692307692307693,False,0.0,True,1,Final,False,False
