id,speaker,start,end,duration,reference,hypothesis,reference_words,hypothesis_words,hits,substitutions,deletions,insertions,errors,wer,perfect,substitution_details,deletion_details,insertion_details,note,changed
246,00246 SP 2,14:11.2,14:11.7,0.48s,ừ,bên về thế,1,3,0,1,0,2,3,3.0,False,"[{""reference"": ""ừ"", ""hypothesis"": ""thế"", ""reference_position"": [0, 1], ""hypothesis_position"": [2, 3], ""type"": ""substitution""}]",[],"[{""reference"": """", ""hypothesis"": ""bên về"", ""reference_position"": [0, 0], ""hypothesis_position"": [0, 2], ""type"": ""insertion""}]",asr sai với backchannel ngắn,True
354,00354 SP 2,19:24.5,19:24.9,0.40s,yeah,mình ơi nhờ,1,3,0,1,0,2,3,3.0,False,"[{""reference"": ""yeah"", ""hypothesis"": ""nhờ"", ""reference_position"": [0, 1], ""hypothesis_position"": [2, 3], ""type"": ""substitution""}]",[],"[{""reference"": """", ""hypothesis"": ""mình ơi"", ""reference_position"": [0, 0], ""hypothesis_position"": [0, 2], ""type"": ""insertion""}]",asr với backchannel chưa tốt,True
363,00363 SP 2,19:40.5,19:40.9,0.36s,ừ,hư thì cụ,1,3,0,1,0,2,3,3.0,False,"[{""reference"": ""ừ"", ""hypothesis"": ""cụ"", ""reference_position"": [0, 1], ""hypothesis_position"": [2, 3], ""type"": ""substitution""}]",[],"[{""reference"": """", ""hypothesis"": ""hư thì"", ""reference_position"": [0, 0], ""hypothesis_position"": [0, 2], ""type"": ""insertion""}]",backchannel khó nhận diện,True
501,00501 SP 2,26:40.3,26:40.7,0.40s,ừ,thì là được,1,3,0,1,0,2,3,3.0,False,"[{""reference"": ""ừ"", ""hypothesis"": ""được"", ""reference_position"": [0, 1], ""hypothesis_position"": [2, 3], ""type"": ""substitution""}]",[],"[{""reference"": """", ""hypothesis"": ""thì là"", ""reference_position"": [0, 0], ""hypothesis_position"": [0, 2], ""type"": ""insertion""}]",asr sai,True
504,00504 SP 2,26:52.1,26:52.5,0.42s,ừ,thì thế là,1,3,0,1,0,2,3,3.0,False,"[{""reference"": ""ừ"", ""hypothesis"": ""là"", ""reference_position"": [0, 1], ""hypothesis_position"": [2, 3], ""type"": ""substitution""}]",[],"[{""reference"": """", ""hypothesis"": ""thì thế"", ""reference_position"": [0, 0], ""hypothesis_position"": [0, 2], ""type"": ""insertion""}]",,True
262,00262 SP 2,14:45.9,14:50.6,4.69s,anh thì thật ra hồi trước giờ anh ít khi nào dành thời gian để trả lời những tin đồn,thật ra hồi trước giờ anh ít khi nào dành thời gian để trả lời những tin đồn anh thì thật vào chứ giờ anh ít khi nào dành thời gian để trả lời những cái tin đồn anh thì thật ra hồi trước giờ anh ít khi nào dành thời gian để trả lời những cái tin tin đồn,20,60,20,0,0,40,40,2.0,False,[],[],"[{""reference"": """", ""hypothesis"": ""thật ra hồi trước giờ"", ""reference_position"": [0, 0], ""hypothesis_position"": [0, 5], ""type"": ""insertion""}, {""reference"": """", ""hypothesis"": ""ít khi nào dành thời gian để trả lời những tin đồn anh"", ""reference_position"": [1, 1], ""hypothesis_position"": [6, 19], ""type"": ""insertion""}, {""reference"": """", ""hypothesis"": ""vào chứ giờ anh ít khi nào dành thời gian để trả lời những cái tin đồn anh thì thật"", ""reference_position"": [3, 3], ""hypothesis_position"": [21, 41], ""type"": ""insertion""}, {""reference"": """", ""hypothesis"": ""cái tin"", ""reference_position"": [18, 18], ""hypothesis_position"": [56, 58], ""type"": ""insertion""}]","lỗi qwen bị lặp dữ liệu , asr thiếu",True
841,00841 SP 2,44:34.3,44:35.7,1.38s,xong mình thấy là ôi cái này mới quá,xong mình thấy là ôi cái này mới quá sau mình thấy là ôi cái này mới quá sao mình thấy là ôi cái này mới quá,9,27,9,0,0,18,18,2.0,False,[],[],"[{""reference"": """", ""hypothesis"": ""sau mình thấy là ôi cái này mới quá sao mình thấy là ôi cái này mới quá"", ""reference_position"": [9, 9], ""hypothesis_position"": [9, 27], ""type"": ""insertion""}]",qwen tinh chỉnh bị sai,True
8,00008 SP 2,0:46.1,0:46.6,0.44s,ờ,bên vâng,1,2,0,1,0,1,2,2.0,False,"[{""reference"": ""ờ"", ""hypothesis"": ""vâng"", ""reference_position"": [0, 1], ""hypothesis_position"": [1, 2], ""type"": ""substitution""}]",[],"[{""reference"": """", ""hypothesis"": ""bên"", ""reference_position"": [0, 0], ""hypothesis_position"": [0, 1], ""type"": ""insertion""}]",asr sai,True
82,00082 SP 2,5:31.0,5:31.4,0.42s,dạ,dạ nhờ yeah,1,3,1,0,0,2,2,2.0,False,[],[],"[{""reference"": """", ""hypothesis"": ""nhờ yeah"", ""reference_position"": [1, 1], ""hypothesis_position"": [1, 3], ""type"": ""insertion""}]",qwen tinh chỉnh chọn sai,True
214,00214 SP 2,12:58.6,12:59.0,0.38s,yeah,dạ giờ,1,2,0,1,0,1,2,2.0,False,"[{""reference"": ""yeah"", ""hypothesis"": ""giờ"", ""reference_position"": [0, 1], ""hypothesis_position"": [1, 2], ""type"": ""substitution""}]",[],"[{""reference"": """", ""hypothesis"": ""dạ"", ""reference_position"": [0, 0], ""hypothesis_position"": [0, 1], ""type"": ""insertion""}]",,True
225,00225 SP 2,13:29.0,13:29.4,0.42s,yeah,dạ giờ,1,2,0,1,0,1,2,2.0,False,"[{""reference"": ""yeah"", ""hypothesis"": ""giờ"", ""reference_position"": [0, 1], ""hypothesis_position"": [1, 2], ""type"": ""substitution""}]",[],"[{""reference"": """", ""hypothesis"": ""dạ"", ""reference_position"": [0, 0], ""hypothesis_position"": [0, 1], ""type"": ""insertion""}]",asr khó với backchannel,True
229,00229 SP 2,13:39.9,13:40.2,0.36s,ừ,bên từ,1,2,0,1,0,1,2,2.0,False,"[{""reference"": ""ừ"", ""hypothesis"": ""từ"", ""reference_position"": [0, 1], ""hypothesis_position"": [1, 2], ""type"": ""substitution""}]",[],"[{""reference"": """", ""hypothesis"": ""bên"", ""reference_position"": [0, 0], ""hypothesis_position"": [0, 1], ""type"": ""insertion""}]",asr sai,True
259,00259 SP 2,14:41.0,14:41.3,0.36s,yeah,dạ nhờ,1,2,0,1,0,1,2,2.0,False,"[{""reference"": ""yeah"", ""hypothesis"": ""nhờ"", ""reference_position"": [0, 1], ""hypothesis_position"": [1, 2], ""type"": ""substitution""}]",[],"[{""reference"": """", ""hypothesis"": ""dạ"", ""reference_position"": [0, 0], ""hypothesis_position"": [0, 1], ""type"": ""insertion""}]",asr sai,True
261,00261 SP 2,14:43.2,14:44.6,1.38s,hhhhhh,thế thì,1,2,0,1,0,1,2,2.0,False,"[{""reference"": ""hhhhhh"", ""hypothesis"": ""thì"", ""reference_position"": [0, 1], ""hypothesis_position"": [1, 2], ""type"": ""substitution""}]",[],"[{""reference"": """", ""hypothesis"": ""thế"", ""reference_position"": [0, 0], ""hypothesis_position"": [0, 1], ""type"": ""insertion""}]",tiếng cười,True
346,00346 SP 2,19:01.1,19:01.7,0.54s,yeah,dạ giờ,1,2,0,1,0,1,2,2.0,False,"[{""reference"": ""yeah"", ""hypothesis"": ""giờ"", ""reference_position"": [0, 1], ""hypothesis_position"": [1, 2], ""type"": ""substitution""}]",[],"[{""reference"": """", ""hypothesis"": ""dạ"", ""reference_position"": [0, 0], ""hypothesis_position"": [0, 1], ""type"": ""insertion""}]",asr sai,True
362,00362 SP 2,19:39.2,19:39.6,0.44s,yeah,nhưng nhau,1,2,0,1,0,1,2,2.0,False,"[{""reference"": ""yeah"", ""hypothesis"": ""nhau"", ""reference_position"": [0, 1], ""hypothesis_position"": [1, 2], ""type"": ""substitution""}]",[],"[{""reference"": """", ""hypothesis"": ""nhưng"", ""reference_position"": [0, 0], ""hypothesis_position"": [0, 1], ""type"": ""insertion""}]",backchannel khó nhận diện,True
399,00399 SP 2,21:51.9,21:52.2,0.32s,thì,thầy thi thì,1,3,1,0,0,2,2,2.0,False,[],[],"[{""reference"": """", ""hypothesis"": ""thầy thi"", ""reference_position"": [0, 0], ""hypothesis_position"": [0, 2], ""type"": ""insertion""}]",qwen tinh chỉnh sai,True
434,00434 SP 2,23:35.4,23:36.1,0.64s,challenge,cảm ơn,1,2,0,1,0,1,2,2.0,False,"[{""reference"": ""challenge"", ""hypothesis"": ""ơn"", ""reference_position"": [0, 1], ""hypothesis_position"": [1, 2], ""type"": ""substitution""}]",[],"[{""reference"": """", ""hypothesis"": ""cảm"", ""reference_position"": [0, 0], ""hypothesis_position"": [0, 1], ""type"": ""insertion""}]",sai asr,True
492,00492 SP 2,26:20.8,26:21.1,0.32s,ừm,mình nguyễnừm,1,2,0,1,0,1,2,2.0,False,"[{""reference"": ""ừm"", ""hypothesis"": ""nguyễnừm"", ""reference_position"": [0, 1], ""hypothesis_position"": [1, 2], ""type"": ""substitution""}]",[],"[{""reference"": """", ""hypothesis"": ""mình"", ""reference_position"": [0, 0], ""hypothesis_position"": [0, 1], ""type"": ""insertion""}]",asr sai,True
581,00581 SP 2,30:43.3,30:43.7,0.42s,ừ,ừ từ đúng,1,3,1,0,0,2,2,2.0,False,[],[],"[{""reference"": """", ""hypothesis"": ""từ đúng"", ""reference_position"": [1, 1], ""hypothesis_position"": [1, 3], ""type"": ""insertion""}]",asr sai,True
624,00624 SP 2,32:49.7,32:50.1,0.46s,ừ,thứ từ,1,2,0,1,0,1,2,2.0,False,"[{""reference"": ""ừ"", ""hypothesis"": ""từ"", ""reference_position"": [0, 1], ""hypothesis_position"": [1, 2], ""type"": ""substitution""}]",[],"[{""reference"": """", ""hypothesis"": ""thứ"", ""reference_position"": [0, 0], ""hypothesis_position"": [0, 1], ""type"": ""insertion""}]",asr sai vs backchannel,True
634,00634 SP 2,33:14.2,33:14.5,0.36s,yeah,dạ giờ,1,2,0,1,0,1,2,2.0,False,"[{""reference"": ""yeah"", ""hypothesis"": ""giờ"", ""reference_position"": [0, 1], ""hypothesis_position"": [1, 2], ""type"": ""substitution""}]",[],"[{""reference"": """", ""hypothesis"": ""dạ"", ""reference_position"": [0, 0], ""hypothesis_position"": [0, 1], ""type"": ""insertion""}]",asr sai,True
806,00806 SP 2,42:44.8,42:45.1,0.34s,ừm,nên nghĩnh,1,2,0,1,0,1,2,2.0,False,"[{""reference"": ""ừm"", ""hypothesis"": ""nghĩnh"", ""reference_position"": [0, 1], ""hypothesis_position"": [1, 2], ""type"": ""substitution""}]",[],"[{""reference"": """", ""hypothesis"": ""nên"", ""reference_position"": [0, 0], ""hypothesis_position"": [0, 1], ""type"": ""insertion""}]",asr sai,True
866,00866 SP 1,45:47.5,45:47.9,0.44s,là,bạn và là,1,3,1,0,0,2,2,2.0,False,[],[],"[{""reference"": """", ""hypothesis"": ""bạn và"", ""reference_position"": [0, 0], ""hypothesis_position"": [0, 2], ""type"": ""insertion""}]",asr sai,True
474,00474 SP 2,25:22.9,25:23.5,0.64s,nhưng mà,bất quan hệ,2,3,0,2,0,1,3,1.5,False,"[{""reference"": ""nhưng mà"", ""hypothesis"": ""quan hệ"", ""reference_position"": [0, 2], ""hypothesis_position"": [1, 3], ""type"": ""substitution""}]",[],"[{""reference"": """", ""hypothesis"": ""bất"", ""reference_position"": [0, 0], ""hypothesis_position"": [0, 1], ""type"": ""insertion""}]",qwen tinh chỉnh sai,True
512,00512 SP 1,27:11.2,27:13.9,2.76s,và nó là một trong những điều cần ụnlearn khi mà mình,and it s one of those things that we need to eat more when we re,12,16,0,12,0,4,16,1.3333333333333333,False,"[{""reference"": ""và nó là một trong những điều cần ụnlearn khi mà mình"", ""hypothesis"": ""of those things that we need to eat more when we re"", ""reference_position"": [0, 12], ""hypothesis_position"": [4, 16], ""type"": ""substitution""}]",[],"[{""reference"": """", ""hypothesis"": ""and it s one"", ""reference_position"": [0, 0], ""hypothesis_position"": [0, 4], ""type"": ""insertion""}]","asr sai với chữ tiếng anh, qwen bị halu sang tiéng anh, qwen tinh chỉnh bị halu khi gặp tiếng anh",True
46,00046 SP 2,3:12.4,3:12.8,0.42s,có đúng không,i don t love,3,4,0,3,0,1,4,1.3333333333333333,False,"[{""reference"": ""có đúng không"", ""hypothesis"": ""don t love"", ""reference_position"": [0, 3], ""hypothesis_position"": [1, 4], ""type"": ""substitution""}]",[],"[{""reference"": """", ""hypothesis"": ""i"", ""reference_position"": [0, 0], ""hypothesis_position"": [0, 1], ""type"": ""insertion""}]","asr sai, qwen chọn sai",True
617,00617 SP 2,32:31.5,32:32.0,0.56s,cái mới học,em mới học thế mới không,3,6,2,1,0,3,4,1.3333333333333333,False,"[{""reference"": ""cái"", ""hypothesis"": ""em"", ""reference_position"": [0, 1], ""hypothesis_position"": [0, 1], ""type"": ""substitution""}]",[],"[{""reference"": """", ""hypothesis"": ""thế mới không"", ""reference_position"": [3, 3], ""hypothesis_position"": [3, 6], ""type"": ""insertion""}]",asr sai,True
538,00538 SP 2,28:25.2,28:25.9,0.72s,giống như bây giờ,rồi ông như vậy hả giống như bây giờ,4,9,4,0,0,5,5,1.25,False,[],[],"[{""reference"": """", ""hypothesis"": ""rồi ông như vậy hả"", ""reference_position"": [0, 0], ""hypothesis_position"": [0, 5], ""type"": ""insertion""}]",asr sai,True
763,00763 SP 2,40:01.3,40:01.8,0.56s,thì anh nói không,thế này không thì nếu không,4,6,2,1,1,3,5,1.25,False,"[{""reference"": ""anh"", ""hypothesis"": ""nếu"", ""reference_position"": [1, 2], ""hypothesis_position"": [4, 5], ""type"": ""substitution""}]","[{""reference"": ""nói"", ""hypothesis"": """", ""reference_position"": [2, 3], ""hypothesis_position"": [5, 5], ""type"": ""deletion""}]","[{""reference"": """", ""hypothesis"": ""thế này không"", ""reference_position"": [0, 0], ""hypothesis_position"": [0, 3], ""type"": ""insertion""}]",asr sai,True
556,00556 SP 1,29:24.3,29:26.2,1.90s,hai mươi mấy hai mấy,hai mươi mấy hai miếng bánh hạt hai mệnh dặm,5,10,4,1,0,5,6,1.2,False,"[{""reference"": ""mấy"", ""hypothesis"": ""dặm"", ""reference_position"": [4, 5], ""hypothesis_position"": [9, 10], ""type"": ""substitution""}]",[],"[{""reference"": """", ""hypothesis"": ""miếng bánh hạt hai mệnh"", ""reference_position"": [4, 4], ""hypothesis_position"": [4, 9], ""type"": ""insertion""}]",tách separation asr hơi khó nghe => chữ sai,True
171,00171 SP 2,10:43.2,10:44.9,1.66s,nhưng sau đó họ fail là bởi vì họ fix,but after that they failed because they fixed,10,8,0,8,2,0,10,1.0,False,"[{""reference"": ""nhưng sau đó họ fail là bởi vì"", ""hypothesis"": ""but after that they failed because they fixed"", ""reference_position"": [0, 8], ""hypothesis_position"": [0, 8], ""type"": ""substitution""}]","[{""reference"": ""họ fix"", ""hypothesis"": """", ""reference_position"": [8, 10], ""hypothesis_position"": [8, 8], ""type"": ""deletion""}]",[],qwen tinh chỉnh chọn sai,True
651,00651 SP 2,34:01.2,34:03.1,1.92s,tại vì mình thấy rất nhiều good speaker rồi,because i see many goosebippers already,9,6,0,6,3,0,9,1.0,False,"[{""reference"": ""tại vì mình thấy rất nhiều"", ""hypothesis"": ""because i see many goosebippers already"", ""reference_position"": [0, 6], ""hypothesis_position"": [0, 6], ""type"": ""substitution""}]","[{""reference"": ""good speaker rồi"", ""hypothesis"": """", ""reference_position"": [6, 9], ""hypothesis_position"": [6, 6], ""type"": ""deletion""}]",[],"asr sai với qwen, qwen tinh chỉnh cũng bị sai",True
249,00249 SP 2,14:17.1,14:18.0,0.82s,có những xuất phát điểm tốt,rất vui phải để anh giấu,6,6,0,6,0,0,6,1.0,False,"[{""reference"": ""có những xuất phát điểm tốt"", ""hypothesis"": ""rất vui phải để anh giấu"", ""reference_position"": [0, 6], ""hypothesis_position"": [0, 6], ""type"": ""substitution""}]",[],[],asr sai,True
532,00532 SP 2,28:08.1,28:09.3,1.26s,em thi ielts cũng vậy mà,em thấy ielts cũng vậy mà em thi ielts cũng vậy mà,6,12,6,0,0,6,6,1.0,False,[],[],"[{""reference"": """", ""hypothesis"": ""thấy ielts cũng vậy mà em"", ""reference_position"": [1, 1], ""hypothesis_position"": [1, 7], ""type"": ""insertion""}]","asr sai, qwen tinh chỉnh bị lặp",True
583,00583 SP 2,30:49.4,30:50.5,1.16s,acknowledge tức là anh phải,át mó lít tức là vay,5,6,2,2,1,2,5,1.0,False,"[{""reference"": ""acknowledge"", ""hypothesis"": ""lít"", ""reference_position"": [0, 1], ""hypothesis_position"": [2, 3], ""type"": ""substitution""}, {""reference"": ""anh"", ""hypothesis"": ""vay"", ""reference_position"": [3, 4], ""hypothesis_position"": [5, 6], ""type"": ""substitution""}]","[{""reference"": ""phải"", ""hypothesis"": """", ""reference_position"": [4, 5], ""hypothesis_position"": [6, 6], ""type"": ""deletion""}]","[{""reference"": """", ""hypothesis"": ""át mó"", ""reference_position"": [0, 0], ""hypothesis_position"": [0, 2], ""type"": ""insertion""}]",asr sai,True
884,00884 SP 2,46:51.5,46:52.5,1.02s,tái tạo năng lượng,tại tao đang lưu tái tạo năng lượng,4,8,4,0,0,4,4,1.0,False,[],[],"[{""reference"": """", ""hypothesis"": ""tại tao đang lưu"", ""reference_position"": [0, 0], ""hypothesis_position"": [0, 4], ""type"": ""insertion""}]",qwen tinh chỉnh sai,True
43,00043 SP 2,3:02.3,3:03.0,0.70s,anh nghĩ ấy,anh ấy ăn nghỉ,3,4,1,2,0,1,3,1.0,False,"[{""reference"": ""nghĩ ấy"", ""hypothesis"": ""ăn nghỉ"", ""reference_position"": [1, 3], ""hypothesis_position"": [2, 4], ""type"": ""substitution""}]",[],"[{""reference"": """", ""hypothesis"": ""ấy"", ""reference_position"": [1, 1], ""hypothesis_position"": [1, 2], ""type"": ""insertion""}]",lỗi asr khi nghe đoạn quá ngắn,True
374,00374 SP 2,20:19.6,20:20.6,1.04s,tv báo youtube,để gửi email tv báo youtube,3,6,3,0,0,3,3,1.0,False,[],[],"[{""reference"": """", ""hypothesis"": ""để gửi email"", ""reference_position"": [0, 0], ""hypothesis_position"": [0, 3], ""type"": ""insertion""}]","asr whisper sai, qwen tinh chỉnh chọn sai",True
432,00432 SP 2,23:29.9,23:30.4,0.44s,không tích cực,vâng tất all,3,3,0,3,0,0,3,1.0,False,"[{""reference"": ""không tích cực"", ""hypothesis"": ""vâng tất all"", ""reference_position"": [0, 3], ""hypothesis_position"": [0, 3], ""type"": ""substitution""}]",[],[],asr sai,True
683,00683 SP 2,35:37.0,35:38.2,1.14s,và anh muốn,and ăn uống và anh muốn,3,6,3,0,0,3,3,1.0,False,[],[],"[{""reference"": """", ""hypothesis"": ""and ăn uống"", ""reference_position"": [0, 0], ""hypothesis_position"": [0, 3], ""type"": ""insertion""}]",,True
871,00871 SP 1,46:03.2,46:03.8,0.60s,hơi lâu nha,vậy đâu nhá,3,3,0,3,0,0,3,1.0,False,"[{""reference"": ""hơi lâu nha"", ""hypothesis"": ""vậy đâu nhá"", ""reference_position"": [0, 3], ""hypothesis_position"": [0, 3], ""type"": ""substitution""}]",[],[],asr sai,True
439,00439 SP 2,23:47.1,23:47.4,0.32s,đúng không,bàu đùa,2,2,0,2,0,0,2,1.0,False,"[{""reference"": ""đúng không"", ""hypothesis"": ""bàu đùa"", ""reference_position"": [0, 2], ""hypothesis_position"": [0, 2], ""type"": ""substitution""}]",[],[],asr sai,True
477,00477 SP 2,25:28.4,25:28.9,0.44s,một á,màu bắc,2,2,0,2,0,0,2,1.0,False,"[{""reference"": ""một á"", ""hypothesis"": ""màu bắc"", ""reference_position"": [0, 2], ""hypothesis_position"": [0, 2], ""type"": ""substitution""}]",[],[],asr sai,True
544,00544 SP 2,28:38.7,28:39.2,0.46s,đúng không,được phẫu,2,2,0,2,0,0,2,1.0,False,"[{""reference"": ""đúng không"", ""hypothesis"": ""được phẫu"", ""reference_position"": [0, 2], ""hypothesis_position"": [0, 2], ""type"": ""substitution""}]",[],[],asr sai,True
586,00586 SP 2,30:59.2,30:59.7,0.50s,luôn luôn,lâu lâu,2,2,0,2,0,0,2,1.0,False,"[{""reference"": ""luôn luôn"", ""hypothesis"": ""lâu lâu"", ""reference_position"": [0, 2], ""hypothesis_position"": [0, 2], ""type"": ""substitution""}]",[],[],asr sai,True
853,00853 SP 2,45:06.6,45:06.9,0.28s,đúng không,ủa,2,1,0,1,1,0,2,1.0,False,"[{""reference"": ""đúng"", ""hypothesis"": ""ủa"", ""reference_position"": [0, 1], ""hypothesis_position"": [0, 1], ""type"": ""substitution""}]","[{""reference"": ""không"", ""hypothesis"": """", ""reference_position"": [1, 2], ""hypothesis_position"": [1, 1], ""type"": ""deletion""}]",[],qwen tinh chỉnh sai,True
80,00080 SP 2,5:26.5,5:27.0,0.46s,thì,thế thì,1,2,1,0,0,1,1,1.0,False,[],[],"[{""reference"": """", ""hypothesis"": ""thế"", ""reference_position"": [0, 0], ""hypothesis_position"": [0, 1], ""type"": ""insertion""}]",chữ khá ngắn và qwen tinh chỉnh không chọn đúng,True
85,00085 SP 2,5:38.0,5:38.6,0.60s,ờ,ờ thế,1,2,1,0,0,1,1,1.0,False,[],[],"[{""reference"": """", ""hypothesis"": ""thế"", ""reference_position"": [1, 1], ""hypothesis_position"": [1, 2], ""type"": ""insertion""}]",đoạn backchannel khó cho asr,True
108,00108 SP 2,6:59.8,7:00.6,0.78s,thì,thầy thì,1,2,1,0,0,1,1,1.0,False,[],[],"[{""reference"": """", ""hypothesis"": ""thầy"", ""reference_position"": [0, 0], ""hypothesis_position"": [0, 1], ""type"": ""insertion""}]",asr hơi sai,True
145,00145 SP 1,9:02.5,9:02.8,0.26s,ừ,không,1,1,0,1,0,0,1,1.0,False,"[{""reference"": ""ừ"", ""hypothesis"": ""không"", ""reference_position"": [0, 1], ""hypothesis_position"": [0, 1], ""type"": ""substitution""}]",[],[],lỗi asr với backchannel,True
183,00183 SP 2,11:21.4,11:22.0,0.60s,và,về,1,1,0,1,0,0,1,1.0,False,"[{""reference"": ""và"", ""hypothesis"": ""về"", ""reference_position"": [0, 1], ""hypothesis_position"": [0, 1], ""type"": ""substitution""}]",[],[],asr sai,True
256,00256 SP 2,14:33.9,14:34.3,0.40s,ừ,thì,1,1,0,1,0,0,1,1.0,False,"[{""reference"": ""ừ"", ""hypothesis"": ""thì"", ""reference_position"": [0, 1], ""hypothesis_position"": [0, 1], ""type"": ""substitution""}]",[],[],asr sai,True
295,00295 SP 2,16:29.1,16:29.5,0.38s,yeah,vâng yeah,1,2,1,0,0,1,1,1.0,False,[],[],"[{""reference"": """", ""hypothesis"": ""vâng"", ""reference_position"": [0, 0], ""hypothesis_position"": [0, 1], ""type"": ""insertion""}]",,True
351,00351 SP 2,19:20.8,19:21.3,0.44s,ờ,ờ để,1,2,1,0,0,1,1,1.0,False,[],[],"[{""reference"": """", ""hypothesis"": ""để"", ""reference_position"": [1, 1], ""hypothesis_position"": [1, 2], ""type"": ""insertion""}]","qwen tinh chỉnh sai, asr vs backchannel chưa được tốt",True
